4.061, 146, 2
11.346, 131, 1
12.121, 130, 1
16.399, 134, 1
17.391, 132, 1
17.391, 134, 1
19.530, 134, 3
20.181, 135, 1
20.460, 136, 2
21.111, 137, 4
21.173, 136, 1
21.173, 134, 2
22.041, 136, 2
22.444, 134, 3
24.149, 134, 1
24.149, 138, 4
25.420, 138, 3
28.241, 138, 2
29.388, 139, 2
29.977, 140, 1
32.488, 137, 3
32.488, 142, 1
34.844, 133, 1
35.991, 133, 3
37.541, 137, 2
37.541, 137, 3
37.572, 136, 1
38.316, 138, 4
38.843, 145, 2
40.703, 146, 5
44.516, 146, 4
44.547, 146, 1
44.547, 145, 1
46.159, 145, 2
46.469, 145, 1
46.469, 145, 2
47.461, 145, 1
48.236, 145, 1
49.352, 149, 2
49.352, 145, 1
52.452, 149, 1
55.955, 149, 2
56.761, 145, 4
59.675, 146, 1
59.675, 145, 1
59.675, 145, 3
59.830, 145, 2
59.830, 145, 2
60.295, 145, 2
61.504, 145, 1
63.054, 146, 1
63.581, 146, 2
68.541, 149, 1
68.541, 146, 1
68.541, 144, 3
70.308, 144, 1
70.308, 144, 3
70.649, 144, 1
73.904, 144, 3
73.904, 142, 2
73.966, 142, 3
76.446, 145, 2
76.446, 142, 3
79.236, 144, 3
81.282, 146, 4
81.654, 146, 3
82.429, 147, 2
82.429, 146, 3
83.421, 146, 2
84.010, 146, 2
86.211, 143, 1
86.242, 143, 1
86.521, 143, 4
93.403, 147, 1
93.992, 147, 2
94.798, 145, 2
94.798, 145, 1
95.852, 144, 1
95.852, 144, 1
97.898, 144, 3
98.239, 142, 1
98.239, 141, 1
98.239, 141, 1
99.789, 141, 1
99.789, 140, 2
101.122, 141, 2
101.401, 141, 2
102.610, 140, 3
103.509, 141, 1
104.315, 132, 1
105.307, 144, 1
108.066, 132, 1
109.027, 134, 2
109.027, 136, 1
110.050, 132, 2
111.135, 136, 2
117.180, 148, 1
117.180, 146, 3
117.180, 144, 1
118.947, 144, 2
118.947, 142, 3
121.489, 145, 1
121.830, 145, 3
