6.789, 176, 2
9.021, 176, 1
9.424, 176, 3
13.206, 176, 2
15.686, 177, 1
16.058, 178, 1
16.926, 176, 2
16.926, 175, 2
16.926, 171, 1
20.212, 171, 1
20.243, 170, 5
20.801, 170, 3
20.801, 170, 1
22.816, 168, 1
29.512, 158, 1
29.512, 158, 2
31.062, 158, 1
31.775, 158, 1
31.775, 160, 1
31.775, 162, 1
32.457, 162, 2
35.557, 163, 2
35.898, 163, 1
35.898, 164, 2
36.518, 164, 3
36.518, 164, 4
38.843, 161, 5
38.843, 164, 1
38.843, 166, 2
40.796, 165, 2
41.106, 166, 3
41.447, 164, 4
42.904, 163, 1
43.183, 163, 1
44.020, 165, 2
44.299, 164, 2
45.818, 166, 1
47.647, 167, 2
48.763, 161, 1
49.972, 160, 2
51.553, 162, 5
51.553, 162, 3
54.932, 166, 1
55.149, 166, 1
55.149, 170, 1
56.296, 165, 1
57.722, 167, 1
57.722, 166, 3
62.930, 161, 1
64.480, 162, 1
67.518, 159, 2
69.657, 158, 3
69.657, 160, 1
69.657, 162, 4
69.657, 162, 3
72.881, 175, 3
74.617, 173, 1
74.617, 173, 1
74.803, 173, 2
74.803, 172, 2
76.105, 176, 1
80.042, 171, 4
80.631, 170, 1
80.631, 169, 1
80.631, 167, 1
81.220, 167, 3
81.220, 167, 2
81.437, 168, 4
83.328, 176, 3
84.041, 173, 3
84.971, 173, 1
84.971, 172, 1
87.947, 174, 3
93.217, 179, 2
93.217, 177, 3
98.580, 177, 1
98.580, 177, 1
99.169, 177, 5
100.874, 177, 3
101.277, 177, 1
101.308, 177, 2
101.804, 176, 1
104.873, 176, 2
106.919, 176, 2
107.074, 173, 1
107.074, 172, 2
107.570, 171, 3
107.570, 171, 2
117.521, 177, 1
117.521, 176, 2
117.521, 173, 1
117.924, 173, 1
118.916, 177, 1
118.916, 171, 2
120.714, 171, 2
121.086, 171, 1
121.365, 171, 1
122.171, 168, 2
122.357, 168, 2
122.388, 167, 2
126.015, 162, 2
126.015, 164, 1
127.503, 163, 1
127.503, 164, 1
127.503, 164, 3
129.301, 175, 5
135.284, 178, 4
135.346, 178, 1
137.361, 177, 3
139.407, 177, 1
140.151, 176, 3
143.220, 177, 1
143.840, 177, 1
145.390, 177, 2
146.475, 176, 4
147.095, 175, 2
147.126, 176, 3
151.218, 177, 2
151.218, 176, 1
151.497, 176, 1
151.497, 176, 1
151.497, 173, 2
151.962, 173, 3
156.395, 177, 3
156.395, 176, 1
156.829, 176, 1
156.829, 173, 1
160.983, 174, 4
161.045, 174, 1
164.920, 178, 5
169.415, 179, 1
169.415, 177, 2
171.244, 177, 1
171.244, 176, 1
171.244, 173, 3
173.879, 173, 1
173.879, 172, 1
173.879, 171, 2
174.716, 171, 1
174.716, 171, 4
175.739, 171, 4
175.894, 172, 1
176.452, 172, 1
178.560, 172, 1
178.560, 171, 2
178.560, 169, 1
180.327, 176, 3
181.815, 176, 4
182.280, 177, 3
182.466, 177, 3
182.466, 176, 1
182.466, 173, 1
183.582, 177, 1
185.039, 177, 5
186.992, 177, 1
187.457, 176, 3
187.922, 176, 2
188.666, 173, 4
190.929, 177, 1
191.332, 173, 5
192.448, 175, 2
192.448, 176, 3
193.626, 176, 2
196.850, 174, 2
196.850, 173, 1
197.129, 173, 1
201.283, 175, 1
201.283, 173, 1
201.965, 173, 4
202.864, 173, 2
202.864, 172, 2
