5.518, 345, 1
11.718, 345, 1
11.718, 347, 2
11.966, 347, 2
16.740, 345, 2
18.879, 345, 1
18.879, 348, 2
21.979, 350, 5
21.979, 352, 1
22.692, 350, 1
23.343, 350, 2
24.087, 352, 1
24.645, 351, 3
24.707, 350, 2
26.350, 352, 2
26.350, 352, 5
26.722, 352, 2
28.179, 356, 1
33.356, 359, 3
34.782, 361, 1
35.464, 359, 1
35.464, 358, 1
35.464, 357, 1
38.378, 361, 3
41.385, 362, 3
41.385, 357, 2
42.501, 363, 1
45.911, 363, 5
46.314, 363, 4
46.748, 363, 2
54.312, 366, 1
55.521, 359, 3
55.521, 358, 1
57.412, 358, 1
57.412, 357, 3
57.753, 357, 3
60.140, 357, 2
65.007, 356, 1
65.007, 356, 1
65.968, 355, 5
66.743, 355, 2
67.456, 355, 2
71.393, 355, 3
71.982, 362, 5
71.982, 362, 1
72.540, 356, 3
72.540, 354, 2
72.757, 362, 3
73.904, 354, 3
74.710, 356, 1
75.702, 355, 3
77.810, 358, 4
78.461, 355, 1
79.236, 355, 1
81.592, 354, 1
82.181, 361, 1
83.452, 357, 5
83.452, 358, 1
83.638, 349, 1
85.467, 348, 2
87.606, 350, 2
87.885, 352, 2
88.815, 361, 4
88.815, 362, 1
88.939, 359, 4
93.062, 359, 1
94.333, 359, 1
94.333, 357, 1
94.984, 358, 4
97.433, 357, 1
101.742, 356, 1
101.928, 355, 3
101.928, 347, 2
102.982, 357, 2
104.160, 356, 1
107.074, 351, 1
107.074, 352, 2
107.508, 352, 1
110.112, 356, 3
110.112, 355, 1
114.297, 351, 1
114.297, 350, 2
116.963, 353, 1
117.025, 353, 3
117.242, 355, 3
120.621, 349, 3
120.621, 353, 4
121.675, 352, 2
123.349, 352, 1
124.093, 353, 3
129.611, 353, 1
129.611, 354, 2
129.704, 360, 1
129.704, 361, 1
133.486, 364, 4
134.788, 363, 3
134.912, 360, 1
134.912, 356, 4
137.764, 356, 2
139.531, 350, 1
139.717, 352, 2
139.717, 359, 2
142.414, 351, 3
145.514, 348, 1
146.878, 348, 3
146.878, 350, 3
